title,Year,Certificate,genres,overview,Runtime,Rating,No.of.Ratings,id,original_language,poster
Panjaa,2011.0,A,"Action, Thriller            ",    A hitman invites the wrath of his boss after beating the latter's son to death for killing an innocent woman.,156,6.5,3479,80539.0,te,https://image.tmdb.org/t/p/w500//VF56Wz3Jb3HPJRAHBqhfJBvEYK.jpg
Nuvvu Naaku Nachchav,2001.0,U,"Musical, Comedy, Family            ","    Venkateswarlu, aka Venky, comes Hyderabad to his father's friend's house where he meets an engaged girl . Things turn upside down when she expresses her love for him .",184,8.7,3475,100103.0,te,https://image.tmdb.org/t/p/w500//lKrcKkcM7f1c7HB99AgLA8M5BDu.jpg
Gopala Gopala,2015.0,U,"Comedy, Drama, Fantasy            ",    An atheist sues god after losing his shop in an earthquake.,153,7.3,3433,279449.0,te,https://image.tmdb.org/t/p/w500//yDPXdJIuMQNo1kzdWyQUjKzxl4i.jpg
Kaappaan,2019.0,UA,"Action, Thriller            ","    A Special Protection Group officer has to identify the threat to the prime minister, who he is protecting, and also the nation.",166,6.4,3410,533885.0,te,https://image.tmdb.org/t/p/w500//vfw7EO15wqhzf9pWrVhjqn53YKg.jpg
Aagadu,2014.0,UA,"Action, Comedy            ",    An encounter specialist is transferred as CI to a village which is ruled by a local gangster,165,5.4,3410,294413.0,te,https://image.tmdb.org/t/p/w500//xDRDhFd4A9QSnJlE5hIJPVSyYuL.jpg
Masss,2015.0,U,"Action, Comedy, Horror            ","    After a life-threatening accident, a man finds that he can communicate with the dead, and must decide whether to act on their advice.",151,6.0,3384,67158.0,te,https://image.tmdb.org/t/p/w500//vY7Z55ASYSNvus3ZRmbyAgVWOWd.jpg
Maanagaram,2017.0,UA,"Action, Thriller            ",    Four youngsters arrive in a big city and their lives become interlinked.,137,8.1,3371,412096.0,te,https://image.tmdb.org/t/p/w500//pF3F5J1gMV56Bwtp5PQrHSmL3mN.jpg
Drushyam,2014.0,U,"Crime, Drama, Family            ","    Rambabu (Venkatesh Daggubati), a cable operator, tries to protect his family from paying the price for their accidental crime.",150,8.3,3344,279450.0,te,https://image.tmdb.org/t/p/w500//ujH3QanyIVzlTVst80Upk0Tmr2c.jpg
Yamadonga,2007.0,UA,"Action, Comedy, Fantasy            ","    A lovable scoundrel's life is cut short when he angers the god of death; however, he still has a few tricks up his sleeve.",185,7.3,3341,77043.0,te,https://image.tmdb.org/t/p/w500//6U8CDbD4mniW5FnvyILoYjr3i0I.jpg
S/O Satyamurthy,2015.0,UA,"Action, Drama            ",    A rich businessman's son faces multiple challenges after he becomes the sole breadwinner of his family.,162,6.9,3265,333876.0,te,https://image.tmdb.org/t/p/w500//p7DwEu3biN26rV3eaj9w8oaRY95.jpg
Tholi Prema,1998.0,U,"Drama, Romance            ","    Balu (Pawan Kalyan) falls in love with a girl at first sight but can't find a way to get to know her. He can't believe his luck when she approaches him, because her hobby is collecting the ...                See full summary »",146,8.2,3211,500527.0,te,https://image.tmdb.org/t/p/w500//6MHOVeocRLz20acZ9WrWtHD1bbh.jpg
Awe!,2018.0,UA,Thriller            ,    Unusual(multiple) persons tend to meet at a Restaurant and their life-changing moments take place in order to know about a single person.,150,7.8,3208,500723.0,te,https://image.tmdb.org/t/p/w500//98Dn1D22PWmgwkEx7UEVLtpAPmk.jpg
Yatra,2018.0,U,"Biography, Drama, Romance            ",    An Indian politician takes up a decision to go on a 900-mile walking tour as a part of his election campaign. Yatra is an emotional tribute to the former Chief Minister of Andhra Pradesh Y. S. Rajasekhara Reddy.,127,8.2,3193,322481.0,te,https://image.tmdb.org/t/p/w500//qVOfeFBeoDZ5z0JlfvIBfMkLn6r.jpg
Fidaa,2017.0,U,"Drama, Romance            ","    Varun and Bhanu, both from different worlds, face challenges in their relationship.",144,7.5,3154,467649.0,te,https://image.tmdb.org/t/p/w500//cvpwHdJuUzm544lvleBIAxGdzBB.jpg
Oosaravelli,2011.0,UA,"Action, Thriller            ","    A youngster, who does anything for money, avenges on those who killed the family of Niharika.",145,6.6,3122,80281.0,te,https://image.tmdb.org/t/p/w500//8gZBnyHDawzcqCbdBqWN3eFPdge.jpg
Evaru,2019.0,UA,"Crime, Drama, Thriller            ",    Sub-inspector Vikram Vasudev is entrusted with the task of investigating the murder of a high ranking officer who was killed by his alleged rape victim. When he delves deeper into the case he uncovers some surprising facts.,118,8.2,3115,607310.0,te,https://image.tmdb.org/t/p/w500//k0E0jJ4yhouFPf9XCBR50C3TOuc.jpg
Odiyan,2018.0,U,"Action, Drama, Fantasy            ","    The story of the Odiyan clan, one of the most dreaded, shape-shifting black magicians in the world which ruled the darkness of night through during the pre-electrification era in Kerala.",167,5.5,3113,461166.0,te,https://image.tmdb.org/t/p/w500//hNDxMa9EfNIjOrdQHysJyprrwPd.jpg
Khaidi No 150,2017.0,UA,"Action, Drama            ",    A man (Chiranjeevi) on the wrong side of the law is moved by the plight of farmers to do the right thing.,142,6.0,3107,412326.0,te,https://image.tmdb.org/t/p/w500//fTtE0ENBSYEQeMhucVVFglUWemx.jpg
NGK,2019.0,U,"Action, Drama            ","    An educated do-gooder is forced to enter politics in order to serve the society. But, will the old guard make way and allow him to do that?",148,6.0,3099,532869.0,te,https://image.tmdb.org/t/p/w500//qNyqvhjvK3nTXk9Xn0DMq8tyPBA.jpg
Duvvada Jagannadham,2017.0,UA,"Action, Comedy            ","    Trained by a high profile cop, an encounter specialist masquerading as a Brahmin priest takes on a real estate crime organization after losing his uncle.",152,5.6,3087,443635.0,te,https://image.tmdb.org/t/p/w500//71aRdJ1BVKXiwaERnD2UWL3J5AR.jpg
Bale Bale Magadivoy,2015.0,U,"Comedy, Romance            ",    An easily distracted scientist (Nani) goes to great lengths to make sure that his girlfriend (Lavanya Tripati) and her family members don't find out about his mental condition.,137,7.8,3073,367553.0,te,https://image.tmdb.org/t/p/w500//fa2Nv68gcmgZJbKCJV5T45fwA8P.jpg
Shiva,1989.0,A,"Action, Crime, Drama            ","    Shiva is disgusted by the corruption in and around his new college, and along with his friends, he decides to take a stand against the status quo.",161,8.1,3072,1316580.0,te,https://image.tmdb.org/t/p/w500//iXvpmsHUBAzw5gHAtGl4ZPH7UzH.jpg
Manmadhudu,2002.0,U,"Comedy, Romance            ",    A misogynist is forced by circumstances to work with a woman.,142,8.3,3046,81083.0,te,https://image.tmdb.org/t/p/w500//bHjMjCmtpfQzQoDjiL9rWWo4ahd.jpg
Mr Perfect,2011.0,U,"Drama, Romance            ","    Vicky (Prabhas), an expert in gaming software, lives in Australia and never compromises in his life, a principle he adheres to since his childhood. He believes that one should be oneself in...                See full summary »",144,7.1,2917,52444.0,te,https://image.tmdb.org/t/p/w500//yj4AXMYp7KQGkhd1NwNeZzyAEEq.jpg
Orange,2010.0,U,"Comedy, Drama, Romance            ","    A man, who doesn't believe that love can last a lifetime, pursues an exuberant romantic, but their clashing ideologies keep them apart.",162,6.6,2837,1039021.0,te,https://image.tmdb.org/t/p/w500//6Z6ooDOB5l4VFbalY7KtL2DGmCh.jpg
Anirudh,2016.0,U,"Action, Drama, Family            ","    To consolidate his position in the family, a man tries to arrange a marriage for his daughter, but the suitable boy he has in mind is already in love with another.",156,4.3,2785,1318980.0,te,
Gamyam,2008.0,,Drama            ,"    Two guys, one a thief and the other filthy rich, meet each other in a journey started by the latter in search of his love.",120,8.3,2762,931171.0,te,
Kanche,2015.0,UA,"Action, Drama, History            ","    A rivalry between two men, based on caste and social status, extends from an Indian village to war torn Europe during WW2.",126,7.9,2755,364795.0,te,https://image.tmdb.org/t/p/w500//xKYefD66zwrx2DbGSWoB5rjjmk6.jpg
Naayak,2013.0,A,Action            ,    A young man and his lookalike team up to fight injustice and settle their personal scores with the evildoers.,153,5.5,2749,182954.0,te,https://image.tmdb.org/t/p/w500//cgOPjRUvCQmhtNQntgy11odEqrt.jpg
Malliswari,2004.0,U,"Comedy, Romance            ","    When her father dies, a wealthy heiress is sent to another city to protect her from people who try to harm and manipulate her. Living under an assumed identity, she meets a handsome banker and falls in love with him.",150,7.8,2747,94957.0,te,https://image.tmdb.org/t/p/w500//63Av9DNlSRu0qq0WAIpheqcApJl.jpg
Nuvvostanante Nenoddantana,2005.0,,Romance            ,"    Before he can marry his sweetheart, a wealthy city boy from England is challenged to prove his work ethic on a farm in rural India.",165,7.7,2744,74154.0,te,https://image.tmdb.org/t/p/w500//zixbDSR1gOHgcATGdMaq20LjZEL.jpg
Ye Maaya Chesave,2010.0,UA,Romance            ,"    Karthik finishes engineering school and aspires to become a filmmaker. His friend Krishna takes him to director Puri Jagannath and pleads with him to take him as his assistant. Meanwhile, ...                See full summary »",155,7.7,2697,63430.0,te,https://image.tmdb.org/t/p/w500//wqVSj0Odz8MsNkfaaAgcYiE2fVu.jpg
Sagara Sangamam,1983.0,U,"Musical, Romance, Drama            ","    A classical dancer, Balakrishna, (Kamal Haasan) faces many struggles, but is eventually redeemed.",160,8.8,2639,30153.0,te,https://image.tmdb.org/t/p/w500//dCLaq2c6gjOhjxrdQkn6QtfW0fz.jpg
Rudhramadevi,2015.0,UA,"Action, Biography, History            ",    Queen Rudrama Devi's reign in southern India during the 13th century is herein recounted.,157,5.8,2607,315009.0,te,https://image.tmdb.org/t/p/w500//i3gFyjzp5qTiFCwxCr1n59Ak6dA.jpg
Cameraman Gangatho Rambabu,2012.0,,"Action, Drama            ",    A fast-paced socially relevant political drama that revolves around the struggles of an ordinary citizen against crime and political corruption.,148,5.7,2582,138667.0,te,https://image.tmdb.org/t/p/w500//cBfNQhygQWuuKoQZUFEwhTlfpLj.jpg
Majili,2019.0,UA,"Drama, Romance            ",    A former cricket player nursing his wounds of a failed relationship takes up the task of training his ex-lover's daughter and in the process discovers his feelings towards his wife and her unrequited love for him.,154,7.2,2579,571610.0,te,https://image.tmdb.org/t/p/w500//7Y9sZji8wsI5r4gOVBnb6CLBzrQ.jpg
Uttama Villain,2015.0,U,"Comedy, Drama            ","    Manoranjan, a superstar, is counting his last days due to brain tumor. How he goes about his final wish of doing a comedy film with his mentor Margadarsi forms the crux of the story.",171,7.2,2566,273870.0,te,https://image.tmdb.org/t/p/w500//4mwnjii4zreLDTYIDM2OxcuQUTu.jpg
Arundhati,2009.0,A,"Horror, Mystery, Thriller            ","    A brave queen battles an evil mystic. Three generations later, he comes back to haunt the queen's descendants.",131,7.3,2564,1087471.0,te,
Agnyaathavaasi,2018.0,UA,"Action, Drama            ","    An exiled heir to billionaire, returns after his father was murdered, as a regular employee to find out the killers and make things right in his company.",158,4.5,2526,495362.0,te,https://image.tmdb.org/t/p/w500//lbG8xZlRnSpEAFEswG85suN1erA.jpg
Pilla Zamindar,2011.0,U,"Comedy, Drama            ",    PJ has to go through a rough journey of living like a common man and graduating from a village-based college to inherit his grandfather's wealth.,148,7.7,2494,85818.0,te,https://image.tmdb.org/t/p/w500//5xO7sOhqb2Avx52gqySMCS6Ie1d.jpg
100% Love,2011.0,U,"Comedy, Drama, Romance            ","    When his cousin Mahalakshmi comes to stay, Balu is challenged to an extent rare in his charmed life. Will Balu let himself be seduced by Mahalakshmi's bubbly spirit and sharp brain, or will his ego prove an insurmountable barrier?",141,7.0,2493,314606.0,te,https://image.tmdb.org/t/p/w500//kW1sOXJJQ4GaWSLcOBx7rYsqf3t.jpg
Aa Naluguru,2004.0,,Drama            ,    A man fights for his philosophy: that human relations are more important than money.,141,8.5,2464,23971.0,te,https://image.tmdb.org/t/p/w500//wDaJEVkKpgARsBnaR15M3ovzoPg.jpg
Darling,,,"Comedy, Drama, Romance            ","    To save himself from an unwanted marriage to a gangster's daughter, a man tells the story of reuniting with his childhood sweetheart in Switzerland.",151,7.3,2456,24134.0,te,https://image.tmdb.org/t/p/w500//cBd5YO9xG7VmRuC8Q27uR3PV9mn.jpg
Aha Naa Pellanta,1987.0,U,Comedy            ,    Krishnamurthy (Rajendra Prasad) is the only son of industrialist Satyanarayana (Nutan Prasad). He wants his son to get married to a girl whom he has chosen because of his bitter experience ...                See full summary »,147,8.9,2438,37612.0,te,https://image.tmdb.org/t/p/w500//r5y9ZiqWW4vrWnP6nFfVHyYjwMS.jpg
Vinaya Vidheya Rama,2019.0,UA,Action            ,"    When the happiness of his family is held to ransom by a violent crime lord, Ram sets out on a quest to destroy his nemesis and his criminal empire.",146,3.3,2435,566402.0,te,https://image.tmdb.org/t/p/w500//tOjSnrKwI3qVKMHn5ofwc2K3Sm3.jpg
Happy,2006.0,U,"Action, Comedy, Drama            ",    An orphan working as a Pizza delivery boy and the daughter of a caste-based politician are forced to get married in an unforeseen situation.,152,7.0,2424,86577.0,te,https://image.tmdb.org/t/p/w500//wAz3VHk0nyeottwGc3lOFHi3Hky.jpg
Ala Modalaindi,2011.0,,"Comedy, Drama, Romance            ","    On the day of his girlfriend's marriage, Gautam gets kidnapped by an unknown criminal. Bored on the way to the kidnapper's den, Gautam is forced to narrate his cute love story which is filled with loads of twists and turns.",136,7.7,2394,57010.0,te,https://image.tmdb.org/t/p/w500//cKX4ySefAsNhMDb2TbjLyLBCsi3.jpg
Prasthanam,2010.0,,"Action, Drama            ",    A politician's hot-blooded son starts to rebel uncontrollably when his intelligent stepbrother is chosen as the heir to the throne.,153,8.3,2390,52522.0,te,https://image.tmdb.org/t/p/w500//vn6zHyo4kASQ8mY6PIHBxiBSuS.jpg
Dhee,2007.0,,Comedy            ,    A guy who is irresponsible was joined to a job of accountent in local rowdy by his farher.he loves the sister of the rowdy after knowing she is having a threat from another local rowdy hero makes a plan to marry her and kil that rowdy ..,142,7.4,2383,1198208.0,te,https://image.tmdb.org/t/p/w500//a3dBrs38ame4Wm4AG94l4RdNwBQ.jpg
Iddarammayilatho,2013.0,UA,"Action, Thriller            ","    A young woman becomes embroiled in a financial and political conspiracy while studying in Spain, as she meets a young musician with a somewhat dark past unfolded through the pages of his lover's diary.",137,5.7,2376,197999.0,te,https://image.tmdb.org/t/p/w500//bsh8YdNxq66oH0MvJFd7hjlq6Fq.jpg
Simhadri,2003.0,,"Action, Drama            ","    Simhadri, A loyal servant in a landlords house also leads a secret life as Singamalai. A powerful leader in the state of Kerala",170,7.4,2371,1107402.0,te,https://image.tmdb.org/t/p/w500//7V3SeZcO4TzKegUwjKzwi760Luu.jpg
Taxiwaala,2018.0,Not Rated,"Comedy, Horror, Thriller            ","    A job monger, Shiva ends up as a taxiwala only to realise that his ride is a beyond what anyone could have expected.",137,7.0,2368,520393.0,te,https://image.tmdb.org/t/p/w500//22nSwWSQ0sgo9gJxjWaGRlIJ0Mc.jpg
Parugu,2008.0,U,"Action, Romance            ",    A group of friends are tasked with finding the daughter of a village head who believes them to have helped her elope.,159,7.0,2355,23776.0,te,https://image.tmdb.org/t/p/w500//3RYvVIZyNfYI6DRdljL42hA8zMr.jpg
Rakhta Charitra 2,2010.0,A,"Action, Biography, Crime            ","    After avenging the death of his father and brother, a man must now content with another vengeful male.",135,6.4,2338,55808.0,te,https://image.tmdb.org/t/p/w500//lx36zIYVOHfLVklyFlPYMCmlY7b.jpg
